over_num,balls_left_in_over,overs_left,wickets_left,score,striker_sr,non_striker_sr,best_bowler
11,0,8,5,66,50.0,50.0,IC Pandey
12,0,7,4,75,100.0,175.0,RA Jadeja
13,0,6,3,84,100.0,200.0,IC Pandey
14,0,5,2,87,100.0,0.0,RA Jadeja
15,-1,4,2,92,50.0,66.66666666666666,R Ashwin
16,0,3,2,107,133.33333333333331,366.66666666666663,RA Jadeja
17,0,2,2,112,66.66666666666666,100.0,R Ashwin
18,0,1,1,117,133.33333333333331,0.0,BW Hilfenhaus
19,1,0,0,133,100.0,375.0,R Ashwin
0,0,19,10,7,33.33333333333333,200.0,TA Boult
1,0,18,10,14,100.0,120.0,DL Chahar
2,0,17,10,26,220.00000000000003,100.0,TA Boult
3,-1,16,10,31,66.66666666666666,50.0,DL Chahar
4,0,15,10,46,275.0,200.0,Mujeeb Ur Rahman
5,-1,14,10,66,300.0,260.0,DL Chahar
6,-1,13,10,71,66.66666666666666,50.0,HH Pandya
7,0,12,10,75,66.66666666666666,66.66666666666666,MJ Santner
8,0,11,9,79,100.0,100.0,HH Pandya
9,0,10,9,92,240.0,100.0,MJ Santner
10,0,9,9,101,160.0,100.0,HH Pandya
11,0,8,9,109,125.0,150.0,MJ Santner
12,0,7,9,121,200.0,200.0,PVSN Raju
13,-1,6,8,134,175.0,100.0,Mujeeb Ur Rahman
14,0,5,8,140,100.0,100.0,TA Boult
15,-2,4,7,151,200.0,100.0,HH Pandya
16,-2,3,7,170,160.0,300.0,PVSN Raju
17,0,2,6,179,200.0,50.0,TA Boult
18,0,1,4,186,0.0,0.0,DL Chahar
19,-2,0,2,196,0.0,150.0,PVSN Raju
0,0,19,9,9,200.0,0.0,Mohammed Siraj
1,0,18,9,24,250.0,0.0,K Rabada
2,0,17,9,30,100.0,100.0,Mohammed Siraj
3,-1,16,9,32,33.33333333333333,0.0,I Sharma
4,-2,15,8,44,0.0,100.0,Mohammed Siraj
5,-1,14,8,48,50.0,33.33333333333333,Rashid Khan
6,0,13,8,54,100.0,100.0,K Rabada
7,-1,12,8,69,266.66666666666663,150.0,I Sharma
8,0,11,8,80,166.66666666666669,200.0,R Sai Kishore
9,0,10,8,86,66.66666666666666,133.33333333333331,Rashid Khan
10,-1,9,8,97,266.66666666666663,50.0,R Sai Kishore
11,0,8,7,99,0.0,0.0,M Prasidh Krishna
12,0,7,6,108,266.66666666666663,33.33333333333333,R Sai Kishore
13,0,6,6,112,50.0,75.0,M Prasidh Krishna
14,0,5,6,118,100.0,100.0,R Sai Kishore
15,0,4,5,120,50.0,25.0,M Prasidh Krishna
16,0,3,4,124,50.0,100.0,K Rabada
17,0,2,4,134,225.0,50.0,M Prasidh Krishna
18,-1,1,4,151,366.66666666666663,125.0,K Rabada
19,0,0,4,160,100.0,150.0,Mohammed Siraj
0,0,19,10,1,100.0,0.0,I Sharma
1,0,18,10,9,133.33333333333331,0.0,AB Dinda
2,0,17,9,15,0.0,100.0,I Sharma
3,0,16,9,22,66.66666666666666,166.66666666666669,AB Dinda
4,0,15,9,36,100.0,260.0,I Sharma
5,0,14,9,46,180.0,100.0,MC Henriques
6,0,13,7,48,50.0,0.0,SC Ganguly
7,0,12,7,56,50.0,175.0,MC Henriques
8,0,11,7,58,20.0,100.0,SC Ganguly
9,0,10,7,67,160.0,100.0,LR Shukla
10,0,9,7,81,233.33333333333334,233.33333333333334,SC Ganguly
11,-3,8,7,95,71.42857142857143,100.0,CH Gayle
12,0,7,7,101,100.0,100.0,SC Ganguly
13,0,6,7,104,50.0,0.0,I Sharma
14,-2,5,6,117,0.0,200.0,LR Shukla
15,0,4,5,123,66.66666666666666,200.0,MC Henriques
16,0,3,5,130,150.0,50.0,M Kartik
17,0,2,4,134,100.0,0.0,AB Dinda
18,-1,1,4,142,150.0,33.33333333333333,MC Henriques
19,-1,0,4,158,233.33333333333334,0.0,AB Dinda
0,-1,19,10,3,25.0,33.33333333333333,IK Pathan
1,-2,18,10,9,75.0,25.0,YA Abdulla
2,0,17,10,16,100.0,120.0,IK Pathan
3,0,16,10,30,175.0,350.0,YA Abdulla
4,-1,15,10,47,250.0,100.0,IK Pathan
5,0,14,9,60,333.33333333333337,0.0,VS Malik
6,0,13,9,66,100.0,100.0,PP Chawla
7,0,12,9,76,175.0,150.0,VS Malik
8,0,11,9,78,33.33333333333333,0.0,PP Chawla
9,4,10,9,79,100.0,0.0,RS Bopara
0,0,19,10,2,0.0,0.0,IK Pathan
1,0,18,9,3,0.0,0.0,S Nadeem
2,0,17,9,5,25.0,50.0,IK Pathan
3,0,16,8,7,0.0,100.0,S Nadeem
4,0,15,8,16,225.0,0.0,M Morkel
5,-1,14,8,23,125.0,33.33333333333333,S Nadeem
6,0,13,8,30,100.0,125.0,M Morkel
7,-1,12,7,37,0.0,166.66666666666669,AB Agarkar
8,0,11,6,40,50.0,0.0,UT Yadav
9,0,10,5,43,100.0,0.0,AB Agarkar
10,0,9,4,45,100.0,0.0,UT Yadav
11,0,8,4,62,100.0,375.0,AB Agarkar
12,0,7,4,69,66.66666666666666,133.33333333333331,IK Pathan
13,0,6,4,75,50.0,125.0,S Nadeem
14,0,5,3,79,100.0,50.0,IK Pathan
15,0,4,2,80,0.0,0.0,M Morkel
16,-1,3,2,83,33.33333333333333,0.0,UT Yadav
17,-1,2,1,89,33.33333333333333,133.33333333333331,M Morkel
18,0,1,1,92,100.0,25.0,UT Yadav
19,4,0,0,92,0.0,0.0,AB Agarkar
0,0,19,10,8,33.33333333333333,233.33333333333334,MM Patel
1,-3,18,10,14,40.0,25.0,RP Singh
2,0,17,10,18,0.0,0.0,MM Patel
3,0,16,10,22,66.66666666666666,0.0,RP Singh
4,0,15,10,34,166.66666666666669,233.33333333333334,CJ McKay
5,0,14,9,41,0.0,0.0,RP Singh
6,0,13,9,44,100.0,40.0,PP Ojha
7,0,12,8,52,33.33333333333333,200.0,RP Singh
8,0,11,8,53,50.0,0.0,PP Ojha
9,0,10,8,58,100.0,66.66666666666666,CJ McKay
10,0,9,8,67,133.33333333333331,166.66666666666669,PP Ojha
11,0,8,8,74,100.0,125.0,CJ McKay
12,0,7,7,80,0.0,100.0,PP Ojha
13,0,6,7,87,150.0,50.0,MM Patel
14,-2,5,7,93,33.33333333333333,50.0,KA Pollard
0,0,19,10,8,66.66666666666666,200.0,Yash Dayal
1,0,18,10,26,200.0,333.33333333333337,B Kumar
2,-1,17,10,39,171.42857142857142,0.0,Yash Dayal
3,0,16,9,54,250.0,250.0,L Ngidi
4,0,15,8,57,0.0,200.0,B Kumar
5,0,14,8,71,350.0,175.0,L Ngidi
6,0,13,8,84,66.66666666666666,333.33333333333337,Suyash Sharma
7,0,12,8,89,100.0,66.66666666666666,KH Pandya
8,0,11,7,103,300.0,200.0,Suyash Sharma
9,0,10,7,113,100.0,200.0,KH Pandya
10,0,9,7,132,100.0,425.0,Suyash Sharma
11,0,8,6,147,266.66666666666663,300.0,KH Pandya
12,0,7,6,156,175.0,100.0,L Ngidi
13,0,6,6,164,175.0,50.0,KH Pandya
14,-1,5,5,168,0.0,100.0,R Shepherd
15,0,4,5,177,160.0,100.0,B Kumar
16,-1,3,4,188,100.0,175.0,R Shepherd
17,0,2,4,203,250.0,0.0,B Kumar
18,0,1,4,216,100.0,240.0,L Ngidi
19,0,0,4,231,280.0,100.0,Yash Dayal
0,0,19,10,10,0.0,166.66666666666669,PJ Cummins
1,0,18,10,19,150.0,100.0,JD Unadkat
2,0,17,10,31,200.0,100.0,PJ Cummins
3,-2,16,10,42,50.0,133.33333333333331,HV Patel
4,-1,15,10,55,150.0,200.0,JD Unadkat
5,0,14,10,72,350.0,250.0,E Malinga
6,0,13,9,80,33.33333333333333,233.33333333333334,Harsh Dubey
7,0,12,9,96,366.66666666666663,166.66666666666669,HV Patel
8,0,11,9,108,133.33333333333331,266.66666666666663,Harsh Dubey
9,0,10,9,118,180.0,100.0,E Malinga
10,0,9,8,127,33.33333333333333,350.0,Nithish Kumar Reddy
11,-2,8,7,138,100.0,0.0,PJ Cummins
12,0,7,7,148,180.0,100.0,HV Patel
13,0,6,7,163,300.0,150.0,JD Unadkat
14,0,5,7,167,66.66666666666666,66.66666666666666,Nithish Kumar Reddy
15,0,4,5,174,33.33333333333333,100.0,E Malinga
16,0,3,4,179,0.0,133.33333333333331,JD Unadkat
17,0,2,3,186,0.0,400.0,E Malinga
18,0,1,1,187,0.0,0.0,PJ Cummins
19,1,0,0,189,40.0,0.0,HV Patel
0,0,19,10,3,100.0,25.0,DR Sams
1,0,18,10,7,66.66666666666666,0.0,JJ Bumrah
2,0,17,10,19,200.0,0.0,DR Sams
3,-1,16,10,26,100.0,66.66666666666666,JJ Bumrah
4,0,15,9,37,0.0,400.0,HR Shokeen
5,-1,14,9,40,100.0,16.666666666666664,RP Meredith
6,0,13,9,53,0.0,400.0,HR Shokeen
7,0,12,8,56,100.0,0.0,K Kartikeya
8,0,11,8,64,200.0,66.66666666666666,KA Pollard
9,0,10,8,73,175.0,100.0,K Kartikeya
10,-1,9,8,78,100.0,50.0,RP Meredith
11,0,8,8,81,40.0,100.0,K Kartikeya
12,-1,7,8,87,100.0,50.0,DR Sams
13,0,6,8,91,66.66666666666666,66.66666666666666,K Kartikeya
14,-1,5,7,102,0.0,250.0,DR Sams
15,0,4,6,126,400.0,0.0,HR Shokeen
16,0,3,6,130,25.0,150.0,JJ Bumrah
17,-1,2,5,143,0.0,100.0,RP Meredith
18,0,1,5,155,100.0,250.0,JJ Bumrah
19,-1,0,4,158,0.0,20.0,RP Meredith
0,-1,19,10,12,100.0,166.66666666666669,TA Boult
1,0,18,10,22,50.0,225.0,M Prasidh Krishna
2,0,17,9,24,33.33333333333333,0.0,R Ashwin
3,0,16,9,33,125.0,200.0,M Prasidh Krishna
4,0,15,9,36,33.33333333333333,66.66666666666666,R Ashwin
5,0,14,8,41,166.66666666666669,0.0,TA Boult
6,0,13,8,61,325.0,350.0,DJ Mitchell
7,0,12,8,66,100.0,66.66666666666666,YS Chahal
8,0,11,8,70,50.0,100.0,KR Sen
9,0,10,8,75,100.0,66.66666666666666,R Ashwin
10,-1,9,8,85,50.0,66.66666666666666,TA Boult
11,0,8,8,95,180.0,100.0,YS Chahal
12,0,7,8,102,140.0,0.0,KR Sen
13,0,6,8,113,100.0,266.66666666666663,R Ashwin
14,0,5,7,122,266.66666666666663,0.0,YS Chahal
15,-1,4,6,124,0.0,0.0,M Prasidh Krishna
16,0,3,6,134,266.66666666666663,66.66666666666666,YS Chahal
17,-1,2,6,147,50.0,200.0,KR Sen
18,0,1,6,155,100.0,140.0,M Prasidh Krishna
19,4,0,5,161,0.0,0.0,KR Sen
0,-1,19,10,4,60.0,0.0,MA Starc
1,0,18,10,7,66.66666666666666,33.33333333333333,JA Morkel
2,0,17,9,15,33.33333333333333,233.33333333333334,MA Starc
3,0,16,8,17,33.33333333333333,0.0,JA Morkel
4,0,15,7,17,0.0,0.0,VR Aaron
5,0,14,7,30,200.0,250.0,JA Morkel
6,-2,13,7,35,20.0,33.33333333333333,VR Aaron
7,0,12,6,36,0.0,0.0,YS Chahal
8,0,11,6,40,100.0,50.0,VR Aaron
9,-1,10,6,49,60.0,100.0,YS Chahal
10,0,9,6,58,100.0,175.0,AB Dinda
11,0,8,6,63,100.0,66.66666666666666,YS Chahal
12,-1,7,6,74,160.0,100.0,AB Dinda
13,0,6,6,79,75.0,100.0,Yuvraj Singh
14,0,5,6,82,100.0,25.0,YS Chahal
15,0,4,6,93,225.0,100.0,Yuvraj Singh
16,-1,3,6,101,100.0,100.0,MA Starc
17,0,2,6,115,325.0,50.0,AB Dinda
18,0,1,6,128,180.0,400.0,MA Starc
19,0,0,6,145,175.0,500.0,AB Dinda
0,0,19,10,5,25.0,200.0,JP Duminy
1,0,18,9,10,100.0,0.0,Mohammed Shami
2,0,17,9,17,116.66666666666667,0.0,WD Parnell
3,-1,16,9,28,142.85714285714286,0.0,Mohammed Shami
4,0,15,9,37,100.0,400.0,WD Parnell
5,0,14,9,50,100.0,275.0,S Nadeem
6,0,13,9,55,80.0,100.0,JP Duminy
7,-1,12,9,60,75.0,33.33333333333333,S Nadeem
8,0,11,8,63,33.33333333333333,50.0,R Sharma
9,-1,10,8,69,100.0,0.0,Mohammed Shami
10,0,9,8,79,200.0,100.0,R Sharma
11,0,8,8,86,100.0,125.0,JDS Neesham
12,0,7,8,89,66.66666666666666,33.33333333333333,WD Parnell
13,0,6,8,104,200.0,350.0,JDS Neesham
14,0,5,8,124,433.3333333333333,233.33333333333334,R Sharma
15,0,4,8,132,140.0,100.0,Mohammed Shami
16,1,3,8,146,100.0,366.66666666666663,S Nadeem
0,0,19,10,4,40.0,100.0,I Sharma
1,0,18,9,8,66.66666666666666,0.0,Anureet Singh
2,0,17,8,24,300.0,0.0,I Sharma
3,0,16,8,31,33.33333333333333,200.0,Anureet Singh
4,0,15,8,40,125.0,200.0,I Sharma
5,-1,14,8,54,50.0,240.0,AB Agarkar
6,0,13,8,61,33.33333333333333,166.66666666666669,BAW Mendis
7,0,12,8,70,166.66666666666669,133.33333333333331,SC Ganguly
8,0,11,6,73,0.0,50.0,BAW Mendis
9,0,10,6,78,33.33333333333333,100.0,SC Ganguly
10,0,9,6,80,20.0,100.0,BAW Mendis
11,0,8,6,85,100.0,66.66666666666666,CH Gayle
12,-1,7,6,93,100.0,100.0,BAW Mendis
13,0,6,6,97,50.0,100.0,CH Gayle
14,0,5,6,107,200.0,133.33333333333331,SC Ganguly
15,0,4,6,111,50.0,100.0,CH Gayle
16,0,3,5,119,160.0,0.0,I Sharma
17,-2,2,4,125,100.0,20.0,Anureet Singh
18,-2,1,4,132,33.33333333333333,100.0,CH Gayle
19,0,0,4,150,300.0,0.0,Anureet Singh
0,-1,19,10,7,85.71428571428571,0.0,YK Pathan
1,0,18,10,8,0.0,0.0,AD Mascarenhas
2,0,17,10,10,25.0,50.0,YK Pathan
3,0,16,9,25,325.0,100.0,AD Mascarenhas
4,-1,15,9,28,33.33333333333333,25.0,YK Pathan
5,0,14,9,38,166.66666666666669,0.0,AD Mascarenhas
6,-1,13,9,43,66.66666666666666,50.0,SK Warne
7,-2,12,9,60,133.33333333333331,250.0,YK Pathan
8,0,11,8,63,0.0,150.0,SK Warne
9,0,10,7,67,66.66666666666666,100.0,Kamran Khan
10,0,9,6,73,100.0,50.0,MM Patel
11,0,8,6,79,125.0,0.0,Kamran Khan
12,0,7,6,89,50.0,225.0,MM Patel
13,-2,6,5,94,50.0,25.0,Kamran Khan
14,0,5,5,98,100.0,60.0,AD Mascarenhas
15,-1,4,5,120,200.0,375.0,MM Patel
16,0,3,5,128,66.66666666666666,200.0,SK Warne
17,0,2,5,135,100.0,125.0,RA Jadeja
18,-1,1,4,144,100.0,133.33333333333331,SK Warne
19,-1,0,2,150,20.0,100.0,Kamran Khan
0,-1,19,9,15,216.66666666666666,100.0,Kamran Khan
0,2,19,10,18,450.0,0.0,BAW Mendis
0,0,19,9,3,50.0,0.0,Arshdeep Singh
1,-1,18,9,7,50.0,0.0,LH Ferguson
2,0,17,9,20,216.66666666666666,0.0,Arshdeep Singh
3,0,16,8,33,275.0,100.0,LH Ferguson
4,0,15,7,36,25.0,100.0,GJ Maxwell
5,0,14,7,39,50.0,50.0,M Jansen
6,0,13,7,49,100.0,180.0,GJ Maxwell
7,0,12,7,58,100.0,175.0,M Jansen
8,0,11,7,61,100.0,25.0,MP Stoinis
9,0,10,7,76,300.0,0.0,YS Chahal
10,0,9,7,88,220.00000000000003,100.0,MP Stoinis
11,0,8,6,91,66.66666666666666,0.0,YS Chahal
12,0,7,6,101,266.66666666666663,33.33333333333333,LH Ferguson
13,0,6,6,108,140.0,0.0,YS Chahal
14,0,5,6,117,150.0,0.0,GJ Maxwell
15,0,4,5,125,33.33333333333333,50.0,M Jansen
16,0,3,5,136,225.0,100.0,YS Chahal
17,0,2,5,156,250.0,375.0,Arshdeep Singh
18,-1,1,5,164,100.0,100.0,M Jansen
19,-2,0,3,171,50.0,0.0,Arshdeep Singh
0,0,19,10,12,50.0,275.0,SN Thakur
1,0,18,10,20,200.0,66.66666666666666,Avesh Khan
2,0,17,9,27,125.0,100.0,DS Rathi
3,-1,16,9,37,50.0,233.33333333333334,Avesh Khan
4,0,15,9,47,166.66666666666669,166.66666666666669,DS Rathi
5,0,14,9,62,250.0,0.0,Ravi Bishnoi
6,-1,13,9,78,125.0,266.66666666666663,M Siddharth
7,0,12,9,90,220.00000000000003,100.0,Ravi Bishnoi
8,0,11,9,99,100.0,200.0,M Siddharth
9,-1,10,9,110,200.0,66.66666666666666,SN Thakur
10,0,9,8,116,0.0,0.0,DS Rathi
11,0,8,8,120,100.0,50.0,M Siddharth
12,0,7,8,127,66.66666666666666,166.66666666666669,DS Rathi
13,0,6,8,143,266.66666666666663,0.0,Ravi Bishnoi
14,0,5,8,155,220.00000000000003,100.0,Avesh Khan
15,0,4,8,171,266.66666666666663,0.0,SN Thakur
16,4,3,8,177,300.0,0.0,Abdul Samad
0,0,19,10,6,33.33333333333333,133.33333333333331,B Lee
1,-1,18,10,11,57.14285714285714,0.0,L Balaji
2,0,17,10,26,250.0,0.0,B Lee
3,0,16,10,33,50.0,250.0,Iqbal Abdulla
4,0,15,10,38,100.0,80.0,Shakib Al Hasan
5,0,14,10,45,100.0,125.0,Iqbal Abdulla
6,0,13,9,49,66.66666666666666,66.66666666666666,Shakib Al Hasan
7,0,12,8,51,25.0,50.0,YK Pathan
8,0,11,8,55,66.66666666666666,66.66666666666666,Iqbal Abdulla
9,0,10,7,55,0.0,0.0,YK Pathan
10,-1,9,7,58,25.0,33.33333333333333,L Balaji
11,0,8,6,66,50.0,166.66666666666669,YK Pathan
12,0,7,6,79,140.0,600.0,L Balaji
13,0,6,6,90,100.0,225.0,YK Pathan
14,0,5,5,100,66.66666666666666,266.66666666666663,Shakib Al Hasan
15,-1,4,4,106,80.0,100.0,B Lee
16,0,3,4,112,0.0,166.66666666666669,Iqbal Abdulla
17,0,2,4,119,125.0,100.0,B Lee
18,0,1,3,128,50.0,350.0,Shakib Al Hasan
19,0,0,3,132,50.0,0.0,L Balaji
0,0,19,10,7,50.0,50.0,RP Singh
1,0,18,10,14,150.0,50.0,R Vinay Kumar
2,0,17,10,22,150.0,100.0,RA Jadeja
3,0,16,9,27,66.66666666666666,0.0,R Vinay Kumar
4,0,15,8,28,0.0,0.0,RP Singh
5,0,14,7,37,175.0,100.0,RA Jadeja
6,0,13,7,42,100.0,50.0,RR Powar
7,0,12,7,49,66.66666666666666,166.66666666666669,M Muralitharan
8,0,11,7,52,66.66666666666666,33.33333333333333,RR Powar
9,0,10,7,59,50.0,50.0,M Muralitharan
10,0,9,7,64,80.0,100.0,RA Jadeja
11,0,8,7,73,160.0,100.0,RR Powar
12,0,7,6,75,20.0,0.0,R Vinay Kumar
13,0,6,6,77,50.0,25.0,M Muralitharan
14,0,5,5,86,225.0,0.0,RP Singh
15,0,4,4,98,133.33333333333331,266.66666666666663,RR Powar
16,-1,3,3,101,25.0,50.0,RA Jadeja
17,-1,2,2,107,66.66666666666666,50.0,M Muralitharan
18,0,1,2,119,200.0,200.0,RP Singh
19,0,0,1,126,125.0,100.0,R Vinay Kumar
0,0,19,10,5,100.0,0.0,TG Southee
1,-1,18,10,18,100.0,180.0,DS Kulkarni
2,0,17,10,26,166.66666666666669,100.0,TG Southee
3,-1,16,10,38,66.66666666666666,225.0,J Theron
4,0,15,9,43,125.0,0.0,DS Kulkarni
5,0,14,9,47,50.0,50.0,SR Watson
6,0,13,9,52,100.0,66.66666666666666,STR Binny
7,0,12,9,60,100.0,140.0,Ankit Sharma
8,0,11,9,73,220.00000000000003,200.0,SR Watson
9,-1,10,8,81,0.0,250.0,Ankit Sharma
10,0,9,7,88,175.0,0.0,TG Southee
11,0,8,7,95,100.0,133.33333333333331,Ankit Sharma
12,0,7,7,99,66.66666666666666,66.66666666666666,J Theron
13,0,6,7,112,125.0,350.0,STR Binny
14,0,5,6,120,175.0,100.0,DS Kulkarni
15,0,4,6,126,100.0,100.0,Ankit Sharma
16,-1,3,6,139,75.0,266.66666666666663,J Theron
17,-1,2,6,159,200.0,325.0,SR Watson
18,0,1,6,175,300.0,100.0,TG Southee
19,0,0,5,187,166.66666666666669,233.33333333333334,J Theron
0,-2,19,10,9,120.0,33.33333333333333,MJ McClenaghan
1,0,18,10,18,160.0,100.0,SL Malinga
2,-1,17,10,30,66.66666666666666,200.0,MJ McClenaghan
3,0,16,9,39,0.0,166.66666666666669,R Vinay Kumar
4,0,15,9,49,166.66666666666669,0.0,J Suchith
5,0,14,9,55,100.0,100.0,R Vinay Kumar
6,-1,13,9,62,20.0,150.0,J Suchith
7,-1,12,9,71,116.66666666666667,100.0,Harbhajan Singh
8,-1,11,8,82,0.0,200.0,J Suchith
9,0,10,8,87,80.0,100.0,Harbhajan Singh
10,0,9,8,98,225.0,100.0,J Suchith
11,0,8,8,109,150.0,250.0,Harbhajan Singh
12,0,7,8,115,100.0,100.0,SL Malinga
13,0,6,8,124,133.33333333333331,166.66666666666669,Harbhajan Singh
14,-1,5,7,127,16.666666666666664,100.0,MJ McClenaghan
15,0,4,7,140,200.0,250.0,R Vinay Kumar
16,0,3,7,154,300.0,50.0,SL Malinga
17,0,2,5,162,50.0,200.0,MJ McClenaghan
18,0,1,4,168,0.0,100.0,SL Malinga
19,-1,0,3,179,100.0,175.0,R Vinay Kumar
0,0,19,10,0,0.0,0.0,IK Pathan
1,0,18,10,3,50.0,50.0,S Nadeem
2,0,17,10,14,33.33333333333333,300.0,IK Pathan
3,-1,16,9,27,366.66666666666663,0.0,M Morkel
4,0,15,9,34,20.0,600.0,UT Yadav
5,-1,14,9,52,200.0,275.0,M Morkel
6,0,13,9,56,66.66666666666666,66.66666666666666,KP Pietersen
7,0,12,9,65,125.0,200.0,V Sehwag
8,-3,11,9,82,200.0,133.33333333333331,KP Pietersen
9,-2,10,9,88,33.33333333333333,100.0,S Nadeem
10,0,9,9,91,33.33333333333333,33.33333333333333,UT Yadav
11,0,8,9,104,100.0,250.0,S Nadeem
12,-1,7,9,114,75.0,166.66666666666669,Y Nagar
13,-1,6,9,118,100.0,20.0,IK Pathan
14,0,5,8,125,66.66666666666666,0.0,M Morkel
15,0,4,8,136,200.0,150.0,IK Pathan
16,0,3,8,148,220.00000000000003,0.0,UT Yadav
17,-1,2,8,171,350.0,100.0,S Nadeem
18,0,1,8,180,180.0,0.0,UT Yadav
19,0,0,7,192,50.0,250.0,M Morkel
0,0,19,10,5,100.0,80.0,AC Thomas
1,0,18,10,12,120.0,100.0,A Nehra
2,0,17,9,14,0.0,0.0,AC Thomas
3,0,16,9,16,25.0,50.0,A Nehra
4,0,15,9,29,66.66666666666666,366.66666666666663,M Kartik
5,0,14,9,49,380.0,100.0,AD Mathews
6,0,13,9,56,66.66666666666666,166.66666666666669,R Sharma
7,0,12,9,74,425.0,50.0,JD Ryder
8,0,11,9,87,100.0,275.0,R Sharma
9,0,10,8,92,0.0,100.0,SC Ganguly
10,-1,9,8,104,125.0,166.66666666666669,AD Mathews
11,0,8,7,114,200.0,100.0,SC Ganguly
12,0,7,6,120,125.0,0.0,M Kartik
13,0,6,5,125,100.0,75.0,SC Ganguly
14,-1,5,5,131,60.0,100.0,M Kartik
15,0,4,5,139,150.0,100.0,SC Ganguly
16,0,3,5,142,40.0,0.0,A Nehra
17,0,2,4,152,200.0,0.0,AC Thomas
18,0,1,4,167,200.0,350.0,A Nehra
19,0,0,3,172,0.0,100.0,AC Thomas
0,0,19,9,8,160.0,0.0,DP Nannes
1,-1,18,9,19,142.85714285714286,0.0,A Nehra
2,0,17,8,22,0.0,200.0,DP Nannes
3,0,16,8,26,66.66666666666666,0.0,PJ Sangwan
4,0,15,8,30,66.66666666666666,0.0,DP Nannes
5,0,14,8,37,150.0,50.0,PJ Sangwan
6,0,13,8,41,66.66666666666666,66.66666666666666,A Mishra
7,-1,12,8,48,20.0,100.0,DL Vettori
8,0,11,7,52,66.66666666666666,66.66666666666666,A Mishra
9,0,10,6,55,66.66666666666666,0.0,DL Vettori
10,0,9,6,61,50.0,75.0,A Mishra
11,-1,8,6,77,214.28571428571428,0.0,DL Vettori
12,0,7,6,97,380.0,100.0,A Mishra
13,0,6,6,112,350.0,50.0,TM Dilshan
14,0,5,5,118,125.0,50.0,PJ Sangwan
15,0,4,5,127,66.66666666666666,166.66666666666669,A Nehra
16,0,3,5,134,120.0,100.0,PJ Sangwan
17,0,2,4,139,100.0,66.66666666666666,A Nehra
18,0,1,3,140,0.0,0.0,DP Nannes
19,0,0,1,148,50.0,166.66666666666669,A Nehra
0,0,19,10,5,100.0,0.0,FH Edwards
1,0,18,10,16,100.0,266.66666666666663,RP Singh
2,0,17,10,28,50.0,250.0,FH Edwards
3,0,16,9,31,66.66666666666666,0.0,RP Singh
4,0,15,8,35,66.66666666666666,0.0,Shoaib Ahmed
5,-2,14,8,41,50.0,0.0,RP Singh
6,0,13,7,50,160.0,0.0,Shoaib Ahmed
7,-1,12,7,58,120.0,0.0,PP Ojha
8,0,11,7,62,66.66666666666666,33.33333333333333,Shoaib Ahmed
9,0,10,7,70,100.0,150.0,PP Ojha
10,0,9,7,75,50.0,75.0,Shoaib Ahmed
11,0,8,7,85,266.66666666666663,66.66666666666666,RG Sharma
12,0,7,7,93,133.33333333333331,0.0,DR Smith
13,0,6,7,98,100.0,66.66666666666666,PP Ojha
14,-1,5,7,101,50.0,20.0,Y Venugopal Rao
15,-2,4,7,111,50.0,150.0,FH Edwards
16,0,3,7,128,175.0,500.0,Y Venugopal Rao
17,0,2,6,132,0.0,33.33333333333333,PP Ojha
18,0,1,6,150,266.66666666666663,0.0,FH Edwards
0,0,19,10,14,260.0,100.0,Akash Singh
1,0,18,10,24,166.66666666666669,0.0,TU Deshpande
2,0,17,10,42,300.0,0.0,Akash Singh
3,0,16,10,45,66.66666666666666,0.0,M Theekshana
4,0,15,10,54,100.0,160.0,TU Deshpande
5,0,14,10,64,225.0,50.0,M Theekshana
6,0,13,10,75,200.0,100.0,RA Jadeja
7,-1,12,10,85,100.0,60.0,M Theekshana
8,-1,11,9,90,100.0,0.0,RA Jadeja
9,0,10,9,100,100.0,233.33333333333334,MM Ali
10,0,9,9,104,100.0,50.0,RA Jadeja
11,-1,8,9,113,125.0,100.0,M Pathirana
12,0,7,9,125,175.0,250.0,RA Jadeja
13,0,6,7,132,0.0,200.0,TU Deshpande
14,0,5,7,139,125.0,100.0,MM Ali
15,0,4,7,146,0.0,200.0,M Pathirana
16,0,3,6,153,0.0,100.0,M Theekshana
17,0,2,6,166,250.0,150.0,M Pathirana
18,0,1,6,182,166.66666666666669,366.66666666666663,TU Deshpande
19,-1,0,5,202,366.66666666666663,233.33333333333334,M Pathirana
0,0,19,10,7,150.0,100.0,Sandeep Sharma
1,0,18,10,12,80.0,100.0,K Yadav
2,0,17,10,13,50.0,0.0,Sandeep Sharma
3,0,16,10,25,366.66666666666663,33.33333333333333,JO Holder
4,0,15,10,35,100.0,180.0,R Ashwin
5,0,14,9,42,200.0,33.33333333333333,A Zampa
6,0,13,9,50,150.0,100.0,YS Chahal
7,0,12,9,59,100.0,200.0,K Yadav
8,0,11,9,68,160.0,100.0,R Ashwin
9,0,10,8,72,100.0,0.0,A Zampa
10,0,9,6,73,100.0,0.0,R Ashwin
11,-1,8,6,85,75.0,266.66666666666663,JO Holder
12,0,7,6,98,100.0,333.33333333333337,YS Chahal
13,0,6,6,113,280.0,100.0,R Ashwin
14,0,5,5,125,350.0,133.33333333333331,A Zampa
15,0,4,5,129,66.66666666666666,66.66666666666666,Sandeep Sharma
16,0,3,5,145,300.0,100.0,JO Holder
